3.627779102325439453e+01,1.186435320951449768e+02
3.638011503219604492e+01,1.185387422613229091e+02
3.652182793617248535e+01,1.188333007494297817e+02
3.663134694099426270e+01,1.191459758879113906e+02
3.676474308967590332e+01,1.188841968067774388e+02
3.691334486007690430e+01,1.186212447051156715e+02
3.703260993957519531e+01,1.188705115672857602e+02
3.715136384963989258e+01,1.189127403062886970e+02
3.728124284744262695e+01,1.190273704789833715e+02
3.742058396339416504e+01,1.189029651352232122e+02
3.754802012443542480e+01,1.188774845226458154e+02
3.765649104118347168e+01,1.188260019550342150e+02
3.779298686981201172e+01,1.188907787552948747e+02
3.789546704292297363e+01,1.192532420984033905e+02
3.799809694290161133e+01,1.190844574780058593e+02
3.809805989265441895e+01,1.185032909742587179e+02
3.820953202247619629e+01,1.182905832518735707e+02
3.834855294227600098e+01,1.181201042684913745e+02
3.847959208488464355e+01,1.178448354512870537e+02
3.858542299270629883e+01,1.176918214402085567e+02
3.872970986366271973e+01,1.152482893450635402e+02
3.886824989318847656e+01,1.108828282828282710e+02
3.899934911727905273e+01,1.099858585858585940e+02
3.914632511138916016e+01,1.149362658846529825e+02
3.927432513236999512e+01,1.129844900619094261e+02
3.942709684371948242e+01,1.120800912349299523e+02
3.955231690406799316e+01,1.128660801564027452e+02
3.965343499183654785e+01,1.141165200391006920e+02
3.975212192535400391e+01,1.170707722385141665e+02
3.986434292793273926e+01,1.194227435646790383e+02
4.000150895118713379e+01,1.194879113717823458e+02
4.014539885520935059e+01,1.193693711306614631e+02
4.027488398551940918e+01,1.184694037145649901e+02
4.041360592842102051e+01,1.185376344086021589e+02
4.052379298210144043e+01,1.180957966764418217e+02
4.064780998229980469e+01,1.180596285434994996e+02
4.076405596733093262e+01,1.181929618768328396e+02
4.091541314125061035e+01,1.180501140436624183e+02
4.103364205360412598e+01,1.179921146953405042e+02
4.117277979850769043e+01,1.176967741935483929e+02
4.131489896774291992e+01,1.180701205604431578e+02
4.144039583206176758e+01,1.179720430107526710e+02
4.154649400711059570e+01,1.177969371130661358e+02
4.169541215896606445e+01,1.174169436298468554e+02
4.183533978462219238e+01,1.176602802215705452e+02
4.196102094650268555e+01,1.173570544151189239e+02
4.210379290580749512e+01,1.170820462691430492e+02
4.223510003089904785e+01,1.170009775171065485e+02
4.234712886810302734e+01,1.165844900619094204e+02
4.248639297485351562e+01,1.161994786575431817e+02
4.263321304321289062e+01,1.160063212772890182e+02
4.275371098518371582e+01,1.159388725969371166e+02
4.286580109596252441e+01,1.162222222222222285e+02
4.299131608009338379e+01,1.162437927663734172e+02
4.311090803146362305e+01,1.163706093189964150e+02
4.324231195449829102e+01,1.164819159335288532e+02
4.338948297500610352e+01,1.164393613554903908e+02
4.351645708084106445e+01,1.166402085369827120e+02
4.365080094337463379e+01,1.163846203975236193e+02
4.379388093948364258e+01,1.163564027370479010e+02
4.389991092681884766e+01,1.163627240143369050e+02
4.402273297309875488e+01,1.162237862495926919e+02
